,GEO.display-label,HC03_VC30,HC03_VC31
2412,"Pennington County, South Dakota",10.5,0.8
2413,"Perkins County, South Dakota",8.6,1.0
2414,"Potter County, South Dakota",7.5,0.3
2415,"Roberts County, South Dakota",11.8,0.0
2416,"Sanborn County, South Dakota",12.2,0.3
2417,"Shannon County, South Dakota",12.3,1.3
2418,"Spink County, South Dakota",11.0,0.2
2419,"Stanley County, South Dakota",15.8,0.0
2420,"Sully County, South Dakota",14.3,0.0
2421,"Todd County, South Dakota",13.8,0.5
2422,"Tripp County, South Dakota",10.2,1.8
2423,"Turner County, South Dakota",11.4,0.0
2424,"Union County, South Dakota",7.6,0.0
2425,"Walworth County, South Dakota",10.8,0.0
2426,"Yankton County, South Dakota",8.3,0.3
2427,"Ziebach County, South Dakota",21.1,1.5
2428,"Anderson County, Tennessee",8.1,0.1
2429,"Bedford County, Tennessee",12.1,0.5
2430,"Benton County, Tennessee",12.7,0.5
2431,"Bledsoe County, Tennessee",13.4,0.0
2432,"Blount County, Tennessee",9.8,0.0
2433,"Bradley County, Tennessee",8.7,0.1
2434,"Campbell County, Tennessee",9.5,0.1
2435,"Cannon County, Tennessee",9.4,0.3
2436,"Carroll County, Tennessee",9.3,0.2
2437,"Carter County, Tennessee",8.7,0.5
2438,"Cheatham County, Tennessee",13.7,0.3
2439,"Chester County, Tennessee",15.3,0.0
2440,"Claiborne County, Tennessee",10.2,0.0
2441,"Clay County, Tennessee",6.9,0.9
2442,"Cocke County, Tennessee",14.2,0.0
2443,"Coffee County, Tennessee",9.0,0.4
2444,"Crockett County, Tennessee",9.7,0.7
2445,"Cumberland County, Tennessee",10.2,0.4
2446,"Davidson County, Tennessee",9.9,2.0
2447,"Decatur County, Tennessee",10.6,0.0
2448,"DeKalb County, Tennessee",9.9,0.1
2449,"Dickson County, Tennessee",16.4,0.1
2450,"Dyer County, Tennessee",7.6,0.0
2451,"Fayette County, Tennessee",10.1,0.1
2452,"Fentress County, Tennessee",9.5,0.2
2453,"Franklin County, Tennessee",11.8,0.1
2454,"Gibson County, Tennessee",7.3,0.1
2455,"Giles County, Tennessee",7.9,0.0
2456,"Grainger County, Tennessee",11.0,1.0
2457,"Greene County, Tennessee",10.3,0.2
2458,"Grundy County, Tennessee",12.7,0.3
2459,"Hamblen County, Tennessee",11.3,0.4
2460,"Hamilton County, Tennessee",10.2,1.0
2461,"Hancock County, Tennessee",11.1,0.0
2462,"Hardeman County, Tennessee",11.5,0.1
2463,"Hardin County, Tennessee",10.5,0.1
2464,"Hawkins County, Tennessee",8.0,0.3
2465,"Haywood County, Tennessee",10.2,0.1
2466,"Henderson County, Tennessee",8.1,0.2
2467,"Henry County, Tennessee",11.4,0.7
2468,"Hickman County, Tennessee",19.6,0.5
2469,"Houston County, Tennessee",11.5,0.0
2470,"Humphreys County, Tennessee",12.7,0.1
2471,"Jackson County, Tennessee",12.1,0.0
2472,"Jefferson County, Tennessee",11.7,0.4
2473,"Johnson County, Tennessee",13.0,0.3
2474,"Knox County, Tennessee",8.0,0.8
2475,"Lake County, Tennessee",11.5,0.0
2476,"Lauderdale County, Tennessee",8.2,0.3
2477,"Lawrence County, Tennessee",10.9,0.3
2478,"Lewis County, Tennessee",10.6,0.0
2479,"Lincoln County, Tennessee",9.8,0.2
2480,"Loudon County, Tennessee",12.7,0.2
2481,"McMinn County, Tennessee",9.5,0.2
2482,"McNairy County, Tennessee",12.5,0.9
2483,"Macon County, Tennessee",14.0,0.4
2484,"Madison County, Tennessee",7.7,0.9
2485,"Marion County, Tennessee",12.0,0.2
2486,"Marshall County, Tennessee",8.5,0.3
2487,"Maury County, Tennessee",12.6,0.0
2488,"Meigs County, Tennessee",14.9,0.4
2489,"Monroe County, Tennessee",10.4,0.0
2490,"Montgomery County, Tennessee",9.7,0.5
2491,"Moore County, Tennessee",6.6,0.0
2492,"Morgan County, Tennessee",11.9,0.2
2493,"Obion County, Tennessee",10.9,0.1
2494,"Overton County, Tennessee",10.6,0.2
2495,"Perry County, Tennessee",14.4,1.7
2496,"Pickett County, Tennessee",10.0,0.0
2497,"Polk County, Tennessee",14.8,0.1
2498,"Putnam County, Tennessee",8.9,0.1
2499,"Rhea County, Tennessee",12.6,0.0
2500,"Roane County, Tennessee",11.3,0.2
2501,"Robertson County, Tennessee",11.5,0.1
2502,"Rutherford County, Tennessee",9.4,0.4
2503,"Scott County, Tennessee",14.1,0.6
2504,"Sequatchie County, Tennessee",11.4,0.0
2505,"Sevier County, Tennessee",15.2,0.6
2506,"Shelby County, Tennessee",11.0,1.8
2507,"Smith County, Tennessee",10.0,0.1
2508,"Stewart County, Tennessee",13.7,0.0
2509,"Sullivan County, Tennessee",8.3,0.1
2510,"Sumner County, Tennessee",11.0,0.3
2511,"Tipton County, Tennessee",9.7,0.3
2512,"Trousdale County, Tennessee",12.2,0.4
2513,"Unicoi County, Tennessee",7.1,1.2
2514,"Union County, Tennessee",11.3,0.2
2515,"Van Buren County, Tennessee",7.8,0.4
2516,"Warren County, Tennessee",8.1,0.1
2517,"Washington County, Tennessee",7.5,0.3
2518,"Wayne County, Tennessee",17.0,0.5
2519,"Weakley County, Tennessee",7.8,0.3
2520,"White County, Tennessee",12.3,0.2
2521,"Williamson County, Tennessee",10.3,0.4
2522,"Wilson County, Tennessee",9.3,0.7
2523,"Anderson County, Texas",12.6,0.5
2524,"Andrews County, Texas",12.7,0.7
2525,"Angelina County, Texas",13.2,0.4
2526,"Aransas County, Texas",14.4,0.0
2527,"Archer County, Texas",9.9,0.0
2528,"Armstrong County, Texas",13.4,0.0
2529,"Atascosa County, Texas",16.2,0.4
2530,"Austin County, Texas",9.6,0.3
2531,"Bailey County, Texas",20.8,0.0
2532,"Bandera County, Texas",11.4,0.0
2533,"Bastrop County, Texas",16.6,0.2
2534,"Baylor County, Texas",13.0,0.0
2535,"Bee County, Texas",12.3,0.6
2536,"Bell County, Texas",10.9,0.3
2537,"Bexar County, Texas",11.3,2.8
2538,"Blanco County, Texas",14.5,0.0
2539,"Borden County, Texas",3.1,0.7
2540,"Bosque County, Texas",13.4,0.4
2541,"Bowie County, Texas",13.1,0.2
2542,"Brazoria County, Texas",11.2,0.2
2543,"Brazos County, Texas",12.1,2.8
2544,"Brewster County, Texas",12.9,0.2
2545,"Briscoe County, Texas",16.3,0.0
2546,"Brooks County, Texas",16.5,0.6
2547,"Brown County, Texas",9.5,0.1
2548,"Burleson County, Texas",15.6,0.0
2549,"Burnet County, Texas",16.7,0.0
2550,"Caldwell County, Texas",18.0,0.5
2551,"Calhoun County, Texas",14.7,1.3
2552,"Callahan County, Texas",17.7,0.1
2553,"Cameron County, Texas",14.3,0.7
2554,"Camp County, Texas",11.7,0.4
2555,"Carson County, Texas",9.9,0.0
2556,"Cass County, Texas",12.4,0.1
2557,"Castro County, Texas",14.6,1.0
2558,"Chambers County, Texas",8.1,0.0
2559,"Cherokee County, Texas",10.7,0.0
2560,"Childress County, Texas",14.1,0.0
2561,"Clay County, Texas",11.9,0.2
2562,"Cochran County, Texas",17.2,0.9
2563,"Coke County, Texas",10.3,0.0
2564,"Coleman County, Texas",11.5,0.0
2565,"Collin County, Texas",7.7,1.3
2566,"Collingsworth County, Texas",17.4,0.0
2567,"Colorado County, Texas",14.4,0.2
2568,"Comal County, Texas",12.2,0.1
2569,"Comanche County, Texas",12.1,0.0
2570,"Concho County, Texas",19.4,0.0
2571,"Cooke County, Texas",16.2,0.7
2572,"Coryell County, Texas",13.9,0.4
2573,"Cottle County, Texas",11.7,0.5
2574,"Crane County, Texas",12.0,0.0
2575,"Crockett County, Texas",1.9,0.0
2576,"Crosby County, Texas",12.9,0.7
2577,"Culberson County, Texas",8.5,0.8
2578,"Dallam County, Texas",13.4,0.0
2579,"Dallas County, Texas",12.1,3.0
2580,"Dawson County, Texas",9.1,0.1
2581,"Deaf Smith County, Texas",20.6,0.0
2582,"Delta County, Texas",15.5,0.0
2583,"Denton County, Texas",9.9,0.6
2584,"DeWitt County, Texas",11.2,0.4
2585,"Dickens County, Texas",8.6,0.5
2586,"Dimmit County, Texas",14.8,1.2
2587,"Donley County, Texas",9.7,0.6
2588,"Duval County, Texas",17.5,0.0
2589,"Eastland County, Texas",14.3,0.0
2590,"Ector County, Texas",14.2,0.4
2591,"Edwards County, Texas",14.8,0.0
2592,"Ellis County, Texas",12.6,0.6
2593,"El Paso County, Texas",11.0,1.8
2594,"Erath County, Texas",9.8,0.1
2595,"Falls County, Texas",13.1,0.2
2596,"Fannin County, Texas",14.8,0.3
2597,"Fayette County, Texas",15.1,0.1
2598,"Fisher County, Texas",16.9,0.0
2599,"Floyd County, Texas",11.2,0.0
2600,"Foard County, Texas",14.0,0.0
2601,"Fort Bend County, Texas",11.0,1.8
2602,"Franklin County, Texas",11.7,0.0
2603,"Freestone County, Texas",9.7,0.9
2604,"Frio County, Texas",20.0,0.2
2605,"Gaines County, Texas",16.9,0.0
2606,"Galveston County, Texas",10.2,0.8
2607,"Garza County, Texas",15.6,0.0
2608,"Gillespie County, Texas",14.6,0.0
2609,"Glasscock County, Texas",4.7,1.2
2610,"Goliad County, Texas",14.5,0.0
2611,"Gonzales County, Texas",15.0,0.2
2612,"Gray County, Texas",13.1,0.2
2613,"Grayson County, Texas",12.4,0.6
2614,"Gregg County, Texas",11.2,0.2
2615,"Grimes County, Texas",13.7,0.2
2616,"Guadalupe County, Texas",12.2,0.0
2617,"Hale County, Texas",12.3,0.0
2618,"Hall County, Texas",17.7,0.0
2619,"Hamilton County, Texas",11.0,0.4
2620,"Hansford County, Texas",16.2,0.2
2621,"Hardeman County, Texas",12.7,0.0
2622,"Hardin County, Texas",10.2,0.0
2623,"Harris County, Texas",12.6,3.2
2624,"Harrison County, Texas",11.6,0.0
2625,"Hartley County, Texas",9.4,0.3
2626,"Haskell County, Texas",15.2,0.1
2627,"Hays County, Texas",11.4,0.8
2628,"Hemphill County, Texas",8.5,0.0
2629,"Henderson County, Texas",17.2,0.2
2630,"Hidalgo County, Texas",13.7,0.3
2631,"Hill County, Texas",14.2,0.0
2632,"Hockley County, Texas",12.8,0.1
2633,"Hood County, Texas",11.7,0.4
2634,"Hopkins County, Texas",11.1,0.0
2635,"Houston County, Texas",17.3,0.3
2636,"Howard County, Texas",12.8,0.0
2637,"Hudspeth County, Texas",7.6,1.5
2638,"Hunt County, Texas",11.1,0.4
2639,"Hutchinson County, Texas",12.8,0.2
2640,"Irion County, Texas",16.5,0.0
2641,"Jack County, Texas",11.8,0.0
2642,"Jackson County, Texas",13.6,0.2
2643,"Jasper County, Texas",11.1,0.0
2644,"Jeff Davis County, Texas",12.8,0.6
2645,"Jefferson County, Texas",12.3,0.8
2646,"Jim Hogg County, Texas",17.9,0.0
2647,"Jim Wells County, Texas",9.6,0.3
2648,"Johnson County, Texas",11.4,0.4
2649,"Jones County, Texas",12.7,0.0
2650,"Karnes County, Texas",15.1,0.0
2651,"Kaufman County, Texas",13.3,0.2
2652,"Kendall County, Texas",10.8,0.2
2653,"Kenedy County, Texas",0.0,0.0
2654,"Kent County, Texas",7.3,0.0
2655,"Kerr County, Texas",13.8,0.2
2656,"Kimble County, Texas",17.6,0.0
2657,"King County, Texas",9.5,0.0
2658,"Kinney County, Texas",1.5,0.7
2659,"Kleberg County, Texas",12.6,0.2
2660,"Knox County, Texas",12.4,0.2
2661,"Lamar County, Texas",12.0,0.0
2662,"Lamb County, Texas",18.5,0.0
2663,"Lampasas County, Texas",12.6,0.0
2664,"La Salle County, Texas",24.3,0.0
2665,"Lavaca County, Texas",17.3,0.0
2666,"Lee County, Texas",13.5,0.0
2667,"Leon County, Texas",11.9,0.2
2668,"Liberty County, Texas",14.1,0.0
2669,"Limestone County, Texas",14.4,0.3
2670,"Lipscomb County, Texas",17.3,0.0
2671,"Live Oak County, Texas",9.3,1.6
2672,"Llano County, Texas",12.2,0.0
2673,"Loving County, Texas",0.0,0.0
2674,"Lubbock County, Texas",10.9,1.0
2675,"Lynn County, Texas",9.3,0.2
2676,"McCulloch County, Texas",20.2,0.2
2677,"McLennan County, Texas",12.9,0.4
2678,"McMullen County, Texas",32.0,0.0
2679,"Madison County, Texas",12.7,0.0
2680,"Marion County, Texas",9.1,0.2
2681,"Martin County, Texas",7.0,0.8
2682,"Mason County, Texas",8.9,0.0
2683,"Matagorda County, Texas",15.1,0.0
2684,"Maverick County, Texas",15.4,0.3
2685,"Medina County, Texas",15.2,0.0
2686,"Menard County, Texas",10.8,0.0
2687,"Midland County, Texas",12.2,0.3
2688,"Milam County, Texas",12.1,0.0
2689,"Mills County, Texas",5.6,0.0
2690,"Mitchell County, Texas",6.3,0.0
2691,"Montague County, Texas",15.1,0.4
2692,"Montgomery County, Texas",12.8,1.2
2693,"Moore County, Texas",17.4,0.1
2694,"Morris County, Texas",7.8,0.7
2695,"Motley County, Texas",12.4,0.0
2696,"Nacogdoches County, Texas",11.2,0.4
2697,"Navarro County, Texas",15.7,0.0
2698,"Newton County, Texas",15.8,0.6
2699,"Nolan County, Texas",16.3,0.3
2700,"Nueces County, Texas",11.9,1.8
2701,"Ochiltree County, Texas",17.8,0.0
2702,"Oldham County, Texas",6.4,0.4
2703,"Orange County, Texas",7.6,0.3
2704,"Palo Pinto County, Texas",10.7,0.2
2705,"Panola County, Texas",9.7,0.3
2706,"Parker County, Texas",11.4,0.2
2707,"Parmer County, Texas",12.9,0.0
2708,"Pecos County, Texas",9.3,0.0
2709,"Polk County, Texas",14.5,0.5
2710,"Potter County, Texas",14.8,1.0
2711,"Presidio County, Texas",29.3,0.0
2712,"Rains County, Texas",16.1,1.1
2713,"Randall County, Texas",9.7,0.3
2714,"Reagan County, Texas",14.2,0.0
2715,"Real County, Texas",11.8,0.0
2716,"Red River County, Texas",14.6,0.8
2717,"Reeves County, Texas",16.9,0.0
2718,"Refugio County, Texas",14.7,0.0
2719,"Roberts County, Texas",8.6,0.0
2720,"Robertson County, Texas",13.6,0.1
2721,"Rockwall County, Texas",11.7,0.6
2722,"Runnels County, Texas",5.7,0.0
2723,"Rusk County, Texas",7.3,0.0
2724,"Sabine County, Texas",11.2,0.6
2725,"San Augustine County, Texas",16.1,0.1
2726,"San Jacinto County, Texas",12.4,0.5
2727,"San Patricio County, Texas",11.4,0.1
2728,"San Saba County, Texas",24.4,0.0
2729,"Schleicher County, Texas",9.7,0.0
2730,"Scurry County, Texas",9.9,0.0
2731,"Shackelford County, Texas",11.1,0.0
2732,"Shelby County, Texas",14.3,1.3
2733,"Sherman County, Texas",11.4,0.0
2734,"Smith County, Texas",10.4,0.4
2735,"Somervell County, Texas",7.3,0.0
2736,"Starr County, Texas",15.5,0.3
2737,"Stephens County, Texas",9.0,0.4
2738,"Sterling County, Texas",4.3,0.0
2739,"Stonewall County, Texas",14.5,0.0
2740,"Sutton County, Texas",16.0,0.0
2741,"Swisher County, Texas",12.4,0.0
2742,"Tarrant County, Texas",10.6,0.7
2743,"Taylor County, Texas",11.0,0.5
2744,"Terrell County, Texas",3.6,0.0
2745,"Terry County, Texas",17.7,0.0
2746,"Throckmorton County, Texas",1.8,0.0
2747,"Titus County, Texas",13.6,0.3
2748,"Tom Green County, Texas",11.4,0.4
2749,"Travis County, Texas",11.6,3.9
2750,"Trinity County, Texas",12.6,0.0
2751,"Tyler County, Texas",11.7,0.4
2752,"Upshur County, Texas",12.4,0.0
2753,"Upton County, Texas",7.5,0.0
2754,"Uvalde County, Texas",13.7,0.0
2755,"Val Verde County, Texas",13.9,0.2
2756,"Van Zandt County, Texas",15.9,0.0
2757,"Victoria County, Texas",16.2,1.1
2758,"Walker County, Texas",9.6,0.2
2759,"Waller County, Texas",15.3,0.2
2760,"Ward County, Texas",15.6,0.1
2761,"Washington County, Texas",11.0,0.4
2762,"Webb County, Texas",14.2,1.8
2763,"Wharton County, Texas",14.9,0.3
2764,"Wheeler County, Texas",14.4,0.5
2765,"Wichita County, Texas",9.9,0.5
2766,"Wilbarger County, Texas",15.0,0.0
2767,"Willacy County, Texas",9.3,0.0
2768,"Williamson County, Texas",12.1,0.5
2769,"Wilson County, Texas",16.0,0.2
2770,"Winkler County, Texas",22.2,0.0
2771,"Wise County, Texas",14.5,0.0
2772,"Wood County, Texas",9.0,0.2
2773,"Yoakum County, Texas",21.5,0.0
2774,"Young County, Texas",13.4,0.0
2775,"Zapata County, Texas",11.8,0.0
2776,"Zavala County, Texas",17.8,0.0
2777,"Beaver County, Utah",7.0,0.0
2778,"Box Elder County, Utah",15.7,0.7
2779,"Cache County, Utah",12.2,2.0
2780,"Carbon County, Utah",14.7,0.3
2781,"Daggett County, Utah",3.9,0.0
2782,"Davis County, Utah",11.0,2.8
2783,"Duchesne County, Utah",12.5,0.2
2784,"Emery County, Utah",13.6,0.0
2785,"Garfield County, Utah",14.0,0.1
2786,"Grand County, Utah",9.8,0.4
2787,"Iron County, Utah",15.1,0.1
2788,"Juab County, Utah",20.1,0.2
2789,"Kane County, Utah",15.6,0.0
2790,"Millard County, Utah",17.3,0.1
2791,"Morgan County, Utah",10.5,0.9
2792,"Piute County, Utah",19.4,0.0
2793,"Rich County, Utah",12.8,0.4
2794,"Salt Lake County, Utah",11.8,3.4
2795,"San Juan County, Utah",17.1,0.4
2796,"Sanpete County, Utah",14.8,0.1
2797,"Sevier County, Utah",10.9,0.4
2798,"Summit County, Utah",9.3,1.2
2799,"Tooele County, Utah",20.7,2.3
2800,"Uintah County, Utah",13.4,0.3
2801,"Utah County, Utah",12.6,2.1
2802,"Wasatch County, Utah",12.0,0.3
2803,"Washington County, Utah",13.8,0.6
2804,"Wayne County, Utah",12.5,0.7
2805,"Weber County, Utah",12.2,2.1
2806,"Addison County, Vermont",10.7,0.6
2807,"Bennington County, Vermont",10.5,0.3
2808,"Caledonia County, Vermont",9.2,0.3
2809,"Chittenden County, Vermont",9.9,2.3
2810,"Essex County, Vermont",10.7,0.1
2811,"Franklin County, Vermont",14.1,0.6
2812,"Grand Isle County, Vermont",12.3,0.9
2813,"Lamoille County, Vermont",10.9,0.3
2814,"Orange County, Vermont",12.8,0.4
2815,"Orleans County, Vermont",9.3,0.0
2816,"Rutland County, Vermont",9.4,0.2
2817,"Washington County, Vermont",10.0,0.8
2818,"Windham County, Vermont",10.3,0.4
2819,"Windsor County, Vermont",10.3,0.9
2820,"Accomack County, Virginia",15.7,1.0
2821,"Albemarle County, Virginia",10.5,2.5
2822,"Alleghany County, Virginia",9.1,0.4
2823,"Amelia County, Virginia",16.8,0.3
2824,"Amherst County, Virginia",11.1,0.5
2825,"Appomattox County, Virginia",9.0,0.0
2826,"Arlington County, Virginia",7.4,27.4
2827,"Augusta County, Virginia",9.6,0.4
2828,"Bath County, Virginia",8.0,0.0
2829,"Bedford County, Virginia",9.4,0.3
2830,"Bland County, Virginia",13.9,0.3
2831,"Botetourt County, Virginia",7.5,0.1
2832,"Brunswick County, Virginia",11.5,0.9
2833,"Buchanan County, Virginia",10.5,0.3
2834,"Buckingham County, Virginia",7.5,0.0
2835,"Campbell County, Virginia",9.6,0.0
2836,"Caroline County, Virginia",13.5,1.6
2837,"Carroll County, Virginia",12.2,0.3
2838,"Charles City County, Virginia",16.8,1.0
2839,"Charlotte County, Virginia",10.5,0.6
2840,"Chesterfield County, Virginia",8.9,0.6
2841,"Clarke County, Virginia",9.7,0.6
2842,"Craig County, Virginia",12.0,0.0
2843,"Culpeper County, Virginia",14.5,0.5
2844,"Cumberland County, Virginia",16.2,0.0
2845,"Dickenson County, Virginia",11.2,1.0
2846,"Dinwiddie County, Virginia",8.8,0.3
2847,"Essex County, Virginia",9.7,0.0
2848,"Fairfax County, Virginia",10.8,8.9
2849,"Fauquier County, Virginia",11.8,1.2
2850,"Floyd County, Virginia",16.2,1.2
2851,"Fluvanna County, Virginia",10.8,0.4
2852,"Franklin County, Virginia",11.9,0.1
2853,"Frederick County, Virginia",9.7,0.2
2854,"Giles County, Virginia",14.2,0.0
2855,"Gloucester County, Virginia",13.2,0.8
2856,"Goochland County, Virginia",8.1,0.4
2857,"Grayson County, Virginia",14.3,0.0
2858,"Greene County, Virginia",12.4,0.1
2859,"Greensville County, Virginia",11.5,0.0
2860,"Halifax County, Virginia",6.5,0.4
2861,"Hanover County, Virginia",7.4,0.6
2862,"Henrico County, Virginia",10.1,1.3
2863,"Henry County, Virginia",13.3,0.6
2864,"Highland County, Virginia",6.1,0.0
2865,"Isle of Wight County, Virginia",9.6,0.2
2866,"James City County, Virginia",10.4,1.3
2867,"King and Queen County, Virginia",9.3,0.0
2868,"King George County, Virginia",15.8,1.9
2869,"King William County, Virginia",10.0,0.2
2870,"Lancaster County, Virginia",9.1,0.6
2871,"Lee County, Virginia",11.3,0.4
2872,"Loudoun County, Virginia",9.7,2.5
2873,"Louisa County, Virginia",14.9,0.4
2874,"Lunenburg County, Virginia",8.6,0.7
2875,"Madison County, Virginia",11.0,0.0
2876,"Mathews County, Virginia",7.8,1.6
2877,"Mecklenburg County, Virginia",12.3,0.4
2878,"Middlesex County, Virginia",8.0,1.2
2879,"Montgomery County, Virginia",10.7,2.9
2880,"Nelson County, Virginia",17.7,0.0
2881,"New Kent County, Virginia",9.7,0.3
2882,"Northampton County, Virginia",15.5,1.1
2883,"Northumberland County, Virginia",9.7,0.3
2884,"Nottoway County, Virginia",13.7,0.7
2885,"Orange County, Virginia",10.8,2.2
2886,"Page County, Virginia",15.7,0.5
2887,"Patrick County, Virginia",9.2,1.0
2888,"Pittsylvania County, Virginia",9.2,0.8
2889,"Powhatan County, Virginia",6.9,0.6
2890,"Prince Edward County, Virginia",12.3,0.9
2891,"Prince George County, Virginia",4.7,3.7
2892,"Prince William County, Virginia",16.6,5.3
2893,"Pulaski County, Virginia",9.8,0.1
2894,"Rappahannock County, Virginia",8.4,0.5
2895,"Richmond County, Virginia",7.0,0.5
2896,"Roanoke County, Virginia",7.2,0.5
2897,"Rockbridge County, Virginia",10.5,0.2
2898,"Rockingham County, Virginia",9.4,0.5
2899,"Russell County, Virginia",17.2,0.1
2900,"Scott County, Virginia",11.7,0.4
2901,"Shenandoah County, Virginia",10.7,0.1
2902,"Smyth County, Virginia",12.8,0.1
2903,"Southampton County, Virginia",9.1,0.4
2904,"Spotsylvania County, Virginia",13.3,3.9
2905,"Stafford County, Virginia",14.3,3.5
2906,"Surry County, Virginia",12.1,0.0
2907,"Sussex County, Virginia",13.0,0.2
2908,"Tazewell County, Virginia",12.9,0.5
2909,"Warren County, Virginia",14.0,0.7
2910,"Washington County, Virginia",10.5,0.2
2911,"Westmoreland County, Virginia",10.9,1.2
2912,"Wise County, Virginia",10.3,0.4
2913,"Wythe County, Virginia",13.3,0.5
2914,"York County, Virginia",7.1,0.3
2915,"Alexandria city, Virginia",8.6,22.3
2916,"Bedford city, Virginia",14.3,0.0
2917,"Bristol city, Virginia",10.3,0.4
2918,"Buena Vista city, Virginia",10.4,0.0
2919,"Charlottesville city, Virginia",10.5,7.3
2920,"Chesapeake city, Virginia",7.8,0.9
2921,"Colonial Heights city, Virginia",12.7,0.0
2922,"Covington city, Virginia",13.0,0.0
2923,"Danville city, Virginia",15.2,2.1
2924,"Emporia city, Virginia",12.4,0.0
2925,"Fairfax city, Virginia",14.0,9.0
2926,"Falls Church city, Virginia",7.2,17.3
2927,"Franklin city, Virginia",16.5,0.0
2928,"Fredericksburg city, Virginia",16.5,3.7
2929,"Galax city, Virginia",10.7,0.7
2930,"Hampton city, Virginia",8.6,2.1
2931,"Harrisonburg city, Virginia",12.3,1.2
2932,"Hopewell city, Virginia",11.3,0.2
2933,"Lexington city, Virginia",6.4,0.0
2934,"Lynchburg city, Virginia",11.5,3.3
2935,"Manassas city, Virginia",13.5,3.7
2936,"Manassas Park city, Virginia",20.9,4.4
2937,"Martinsville city, Virginia",14.9,0.2
2938,"Newport News city, Virginia",10.2,3.1
2939,"Norfolk city, Virginia",12.0,4.2
2940,"Norton city, Virginia",7.2,0.0
2941,"Petersburg city, Virginia",17.0,1.9
2942,"Poquoson city, Virginia",9.6,0.3
2943,"Portsmouth city, Virginia",10.8,1.9
2944,"Radford city, Virginia",10.7,0.9
2945,"Richmond city, Virginia",11.8,7.0
2946,"Roanoke city, Virginia",10.9,3.3
2947,"Salem city, Virginia",7.5,1.2
2948,"Staunton city, Virginia",10.4,0.2
2949,"Suffolk city, Virginia",9.5,0.8
2950,"Virginia Beach city, Virginia",9.2,0.9
2951,"Waynesboro city, Virginia",8.8,0.0
2952,"Williamsburg city, Virginia",13.3,2.4
2953,"Winchester city, Virginia",13.7,5.6
2954,"Adams County, Washington",14.3,0.7
2955,"Asotin County, Washington",10.8,1.1
2956,"Benton County, Washington",14.2,1.6
2957,"Chelan County, Washington",8.3,1.7
2958,"Clallam County, Washington",10.8,1.2
2959,"Clark County, Washington",10.5,2.4
2960,"Columbia County, Washington",11.6,0.5
2961,"Cowlitz County, Washington",14.3,0.2
2962,"Douglas County, Washington",14.0,1.6
2963,"Ferry County, Washington",11.3,0.0
2964,"Franklin County, Washington",19.1,1.7
2965,"Garfield County, Washington",11.4,0.0
2966,"Grant County, Washington",14.6,0.7
2967,"Grays Harbor County, Washington",14.5,1.5
2968,"Island County, Washington",10.2,2.9
2969,"Jefferson County, Washington",9.1,1.5
2970,"King County, Washington",11.1,11.0
2971,"Kitsap County, Washington",12.3,7.8
2972,"Kittitas County, Washington",9.6,0.4
2973,"Klickitat County, Washington",11.0,0.2
2974,"Lewis County, Washington",13.3,0.3
2975,"Lincoln County, Washington",10.3,0.2
2976,"Mason County, Washington",14.3,1.3
2977,"Okanogan County, Washington",9.6,0.1
2978,"Pacific County, Washington",11.0,0.5
2979,"Pend Oreille County, Washington",9.4,0.0
2980,"Pierce County, Washington",11.2,3.4
2981,"San Juan County, Washington",5.7,2.1
2982,"Skagit County, Washington",11.4,0.9
2983,"Skamania County, Washington",8.9,0.3
2984,"Snohomish County, Washington",13.0,5.2
2985,"Spokane County, Washington",10.2,2.9
2986,"Stevens County, Washington",12.9,0.1
2987,"Thurston County, Washington",11.9,2.3
2988,"Wahkiakum County, Washington",13.4,0.6
2989,"Walla Walla County, Washington",12.3,0.7
2990,"Whatcom County, Washington",9.6,2.8
2991,"Whitman County, Washington",9.6,5.9
2992,"Yakima County, Washington",12.9,1.0
2993,"Barbour County, West Virginia",13.3,0.0
2994,"Berkeley County, West Virginia",10.9,1.2
2995,"Boone County, West Virginia",9.4,0.2
2996,"Braxton County, West Virginia",14.6,0.0
2997,"Brooke County, West Virginia",9.5,0.1
2998,"Cabell County, West Virginia",9.4,1.5
2999,"Calhoun County, West Virginia",23.9,0.0
3000,"Clay County, West Virginia",15.3,0.4
3001,"Doddridge County, West Virginia",16.6,0.0
3002,"Fayette County, West Virginia",13.4,0.1
3003,"Gilmer County, West Virginia",9.7,0.0
3004,"Grant County, West Virginia",11.5,0.0
3005,"Greenbrier County, West Virginia",10.4,0.2
3006,"Hampshire County, West Virginia",14.5,0.5
3007,"Hancock County, West Virginia",9.7,1.0
3008,"Hardy County, West Virginia",11.0,0.0
3009,"Harrison County, West Virginia",11.1,0.8
3010,"Jackson County, West Virginia",12.3,0.6
3011,"Jefferson County, West Virginia",13.0,3.7
3012,"Kanawha County, West Virginia",11.0,2.3
3013,"Lewis County, West Virginia",10.7,0.8
3014,"Lincoln County, West Virginia",13.1,0.3
3015,"Logan County, West Virginia",8.1,0.1
3016,"McDowell County, West Virginia",8.5,1.5
3017,"Marion County, West Virginia",8.8,0.6
3018,"Marshall County, West Virginia",11.8,0.0
3019,"Mason County, West Virginia",9.7,0.0
3020,"Mercer County, West Virginia",9.2,0.3
3021,"Mineral County, West Virginia",10.8,0.4
3022,"Mingo County, West Virginia",10.8,0.5
3023,"Monongalia County, West Virginia",10.0,1.4
3024,"Monroe County, West Virginia",16.5,0.0
