,GEO.display-label,HC03_VC30,HC03_VC31,HC03_VC32
527,"Treutlen County, Georgia",0.4,0.0,1.5
528,"Troup County, Georgia",0.3,1.4,3.1
529,"Turner County, Georgia",0.5,1.1,3.6
530,"Twiggs County, Georgia",1.9,0.9,1.0
531,"Union County, Georgia",0.0,1.9,0.9
532,"Upson County, Georgia",0.5,0.6,1.2
533,"Walker County, Georgia",0.3,1.5,0.4
534,"Walton County, Georgia",0.0,0.6,0.9
535,"Ware County, Georgia",1.5,2.4,1.5
536,"Warren County, Georgia",0.2,0.9,1.5
537,"Washington County, Georgia",0.5,0.6,2.7
538,"Wayne County, Georgia",0.2,1.3,3.3
539,"Webster County, Georgia",0.0,2.3,1.9
540,"Wheeler County, Georgia",0.0,2.6,0.7
541,"White County, Georgia",0.4,2.0,0.2
542,"Whitfield County, Georgia",0.4,1.2,1.8
543,"Wilcox County, Georgia",0.0,2.6,1.9
544,"Wilkes County, Georgia",1.5,3.0,0.4
545,"Wilkinson County, Georgia",0.2,1.2,1.2
546,"Worth County, Georgia",0.1,0.6,0.5
547,"Hawaii County, Hawaii",1.3,2.2,2.2
548,"Honolulu County, Hawaii",8.4,5.2,4.0
549,"Kalawao County, Hawaii",0.0,40.3,14.9
550,"Kauai County, Hawaii",1.0,3.2,1.3
551,"Maui County, Hawaii",2.5,3.4,3.2
552,"Ada County, Idaho",0.5,2.0,2.8
553,"Adams County, Idaho",0.8,4.1,3.5
554,"Bannock County, Idaho",2.0,4.1,2.2
555,"Bear Lake County, Idaho",1.0,3.2,1.3
556,"Benewah County, Idaho",0.9,6.5,2.7
557,"Bingham County, Idaho",2.9,1.7,1.7
558,"Blaine County, Idaho",2.4,4.2,2.3
559,"Boise County, Idaho",0.7,4.8,1.1
560,"Bonner County, Idaho",0.4,2.6,2.4
561,"Bonneville County, Idaho",2.5,1.7,2.0
562,"Boundary County, Idaho",0.1,3.5,1.3
563,"Butte County, Idaho",1.2,7.4,0.4
564,"Camas County, Idaho",0.0,3.6,3.0
565,"Canyon County, Idaho",0.3,1.4,2.6
566,"Caribou County, Idaho",0.0,4.0,0.1
567,"Cassia County, Idaho",0.2,3.9,0.7
568,"Clark County, Idaho",0.0,13.0,0.0
569,"Clearwater County, Idaho",0.1,6.0,2.1
570,"Custer County, Idaho",2.5,9.1,4.7
571,"Elmore County, Idaho",0.4,2.5,1.9
572,"Franklin County, Idaho",0.5,2.6,1.9
573,"Fremont County, Idaho",0.3,1.4,1.5
574,"Gem County, Idaho",0.5,0.6,2.2
575,"Gooding County, Idaho",0.1,6.5,1.8
576,"Idaho County, Idaho",0.1,9.7,1.2
577,"Jefferson County, Idaho",1.4,1.7,1.5
578,"Jerome County, Idaho",0.4,3.3,0.9
579,"Kootenai County, Idaho",0.4,2.2,1.9
580,"Latah County, Idaho",0.6,13.5,2.5
581,"Lemhi County, Idaho",0.1,7.2,2.8
582,"Lewis County, Idaho",0.1,8.3,2.7
583,"Lincoln County, Idaho",1.3,3.4,3.8
584,"Madison County, Idaho",0.6,9.6,5.9
585,"Minidoka County, Idaho",0.1,1.5,0.9
586,"Nez Perce County, Idaho",0.4,3.1,2.0
587,"Oneida County, Idaho",0.0,2.8,1.0
588,"Owyhee County, Idaho",0.2,3.3,3.4
589,"Payette County, Idaho",0.1,3.5,2.0
590,"Power County, Idaho",0.8,3.4,0.9
591,"Shoshone County, Idaho",0.7,5.9,1.9
592,"Teton County, Idaho",0.9,2.2,1.5
593,"Twin Falls County, Idaho",0.4,2.7,2.3
594,"Valley County, Idaho",1.0,10.5,0.8
595,"Washington County, Idaho",0.1,3.7,4.8
596,"Adams County, Illinois",0.6,2.6,1.5
597,"Alexander County, Illinois",2.1,2.5,1.7
598,"Bond County, Illinois",1.8,9.4,0.6
599,"Boone County, Illinois",0.3,1.2,0.6
600,"Brown County, Illinois",2.0,1.8,0.5
601,"Bureau County, Illinois",0.7,1.9,1.3
602,"Calhoun County, Illinois",0.6,1.4,1.7
603,"Carroll County, Illinois",0.8,2.7,0.6
604,"Cass County, Illinois",0.4,2.7,1.4
605,"Champaign County, Illinois",6.6,8.5,3.1
606,"Christian County, Illinois",0.8,1.3,0.9
607,"Clark County, Illinois",0.0,1.7,1.3
608,"Clay County, Illinois",0.8,1.1,1.0
609,"Clinton County, Illinois",0.6,1.8,1.3
610,"Coles County, Illinois",0.9,6.1,2.2
611,"Cook County, Illinois",18.4,4.4,2.2
612,"Crawford County, Illinois",0.3,1.6,1.1
613,"Cumberland County, Illinois",0.1,2.5,0.5
614,"DeKalb County, Illinois",2.0,4.0,1.7
615,"De Witt County, Illinois",0.2,1.6,0.7
616,"Douglas County, Illinois",0.1,4.1,4.9
617,"DuPage County, Illinois",6.4,1.7,1.1
618,"Edgar County, Illinois",0.4,1.4,0.7
619,"Edwards County, Illinois",0.1,2.2,1.4
620,"Effingham County, Illinois",0.4,1.4,1.1
621,"Fayette County, Illinois",0.8,1.8,1.7
622,"Ford County, Illinois",0.1,3.6,1.3
623,"Franklin County, Illinois",0.6,1.3,1.5
624,"Fulton County, Illinois",0.3,2.8,0.9
625,"Gallatin County, Illinois",0.5,1.6,1.5
626,"Greene County, Illinois",0.2,3.8,1.5
627,"Grundy County, Illinois",0.8,0.8,0.9
628,"Hamilton County, Illinois",1.9,0.8,0.3
629,"Hancock County, Illinois",0.2,2.2,0.9
630,"Hardin County, Illinois",0.8,2.1,1.4
631,"Henderson County, Illinois",1.2,1.7,0.3
632,"Henry County, Illinois",0.1,2.0,1.0
633,"Iroquois County, Illinois",0.2,2.7,2.3
634,"Jackson County, Illinois",1.0,6.8,2.2
635,"Jasper County, Illinois",0.1,4.4,0.4
636,"Jefferson County, Illinois",0.4,2.3,2.1
637,"Jersey County, Illinois",0.1,3.3,0.6
638,"Jo Daviess County, Illinois",0.8,3.2,0.7
639,"Johnson County, Illinois",0.2,1.9,0.7
640,"Kane County, Illinois",2.7,1.5,1.0
641,"Kankakee County, Illinois",1.6,2.9,2.1
642,"Kendall County, Illinois",2.7,0.4,0.8
643,"Knox County, Illinois",0.5,4.7,1.2
644,"Lake County, Illinois",4.3,3.0,1.4
645,"LaSalle County, Illinois",0.3,2.4,1.5
646,"Lawrence County, Illinois",0.4,2.4,0.9
647,"Lee County, Illinois",0.4,2.0,1.1
648,"Livingston County, Illinois",0.1,3.5,1.6
649,"Logan County, Illinois",0.8,4.0,1.0
650,"McDonough County, Illinois",1.1,8.0,1.8
651,"McHenry County, Illinois",2.9,1.0,0.9
652,"McLean County, Illinois",1.9,4.4,1.6
653,"Macon County, Illinois",1.2,2.0,1.3
654,"Macoupin County, Illinois",0.3,2.7,1.3
655,"Madison County, Illinois",1.8,1.1,1.0
656,"Marion County, Illinois",0.5,1.9,1.5
657,"Marshall County, Illinois",0.0,2.9,1.0
658,"Mason County, Illinois",0.3,3.3,1.4
659,"Massac County, Illinois",0.8,2.3,2.7
660,"Menard County, Illinois",0.0,1.7,0.5
661,"Mercer County, Illinois",0.0,1.1,1.1
662,"Monroe County, Illinois",0.8,0.7,0.3
663,"Montgomery County, Illinois",0.4,1.9,0.5
664,"Morgan County, Illinois",0.3,4.1,1.1
665,"Moultrie County, Illinois",0.1,3.3,3.5
666,"Ogle County, Illinois",0.4,1.7,0.9
667,"Peoria County, Illinois",2.5,2.3,1.3
668,"Perry County, Illinois",0.7,1.5,0.5
669,"Piatt County, Illinois",0.8,1.3,1.2
670,"Pike County, Illinois",0.2,3.6,1.1
671,"Pope County, Illinois",0.8,3.9,1.6
672,"Pulaski County, Illinois",0.5,3.1,1.9
673,"Putnam County, Illinois",0.0,1.8,0.7
674,"Randolph County, Illinois",0.1,3.5,0.4
675,"Richland County, Illinois",0.1,2.2,0.7
676,"Rock Island County, Illinois",1.6,2.4,2.4
677,"St. Clair County, Illinois",4.3,1.7,1.3
678,"Saline County, Illinois",0.8,1.7,0.7
679,"Sangamon County, Illinois",1.6,2.3,1.4
680,"Schuyler County, Illinois",1.0,2.3,0.6
681,"Scott County, Illinois",0.4,2.4,0.2
682,"Shelby County, Illinois",0.2,1.2,0.8
683,"Stark County, Illinois",0.3,3.8,0.9
684,"Stephenson County, Illinois",0.7,2.7,1.7
685,"Tazewell County, Illinois",0.6,1.3,0.7
686,"Union County, Illinois",0.7,1.8,1.0
687,"Vermilion County, Illinois",0.7,2.8,0.9
688,"Wabash County, Illinois",0.3,0.6,1.6
689,"Warren County, Illinois",0.3,5.3,1.4
690,"Washington County, Illinois",0.4,4.0,0.6
691,"Wayne County, Illinois",1.0,1.8,0.9
692,"White County, Illinois",0.8,2.8,0.4
693,"Whiteside County, Illinois",0.3,1.7,2.3
694,"Will County, Illinois",3.9,0.7,1.2
695,"Williamson County, Illinois",0.4,1.3,1.1
696,"Winnebago County, Illinois",1.0,0.9,1.2
697,"Woodford County, Illinois",0.5,2.5,1.0
698,"Adams County, Indiana",0.0,2.0,1.6
699,"Allen County, Indiana",0.7,1.3,1.1
700,"Bartholomew County, Indiana",0.6,1.6,1.7
701,"Benton County, Indiana",0.7,3.8,0.8
702,"Blackford County, Indiana",0.4,2.5,0.9
703,"Boone County, Indiana",0.2,0.6,1.4
704,"Brown County, Indiana",1.0,1.1,0.2
705,"Carroll County, Indiana",0.2,2.0,1.3
706,"Cass County, Indiana",0.8,1.2,2.0
707,"Clark County, Indiana",0.6,1.2,1.1
708,"Clay County, Indiana",0.2,2.1,0.8
709,"Clinton County, Indiana",0.0,1.1,1.6
710,"Crawford County, Indiana",0.2,1.3,1.2
711,"Daviess County, Indiana",0.4,3.0,2.6
712,"Dearborn County, Indiana",0.5,1.5,1.0
713,"Decatur County, Indiana",0.6,1.6,1.0
714,"DeKalb County, Indiana",0.2,1.2,1.9
715,"Delaware County, Indiana",1.8,4.7,1.9
716,"Dubois County, Indiana",0.3,1.7,0.5
717,"Elkhart County, Indiana",0.4,1.6,2.9
718,"Fayette County, Indiana",0.3,1.6,1.7
719,"Floyd County, Indiana",1.0,1.0,0.6
720,"Fountain County, Indiana",0.4,4.0,1.3
721,"Franklin County, Indiana",0.1,1.1,0.8
722,"Fulton County, Indiana",0.3,2.4,2.4
723,"Gibson County, Indiana",0.3,2.7,1.0
724,"Grant County, Indiana",0.4,4.0,1.1
725,"Greene County, Indiana",0.3,1.7,1.3
726,"Hamilton County, Indiana",0.2,0.7,0.9
727,"Hancock County, Indiana",0.1,0.9,0.7
728,"Harrison County, Indiana",0.3,1.1,1.2
729,"Hendricks County, Indiana",0.1,0.7,0.5
730,"Henry County, Indiana",0.3,1.7,0.6
731,"Howard County, Indiana",0.6,1.4,1.8
732,"Huntington County, Indiana",0.2,3.3,0.7
733,"Jackson County, Indiana",0.4,1.5,2.8
734,"Jasper County, Indiana",0.3,2.4,0.7
735,"Jay County, Indiana",0.3,2.2,2.4
736,"Jefferson County, Indiana",0.3,2.5,1.4
737,"Jennings County, Indiana",0.6,1.4,1.5
738,"Johnson County, Indiana",0.3,1.3,0.8
739,"Knox County, Indiana",0.2,2.3,1.0
740,"Kosciusko County, Indiana",0.2,2.1,2.1
741,"LaGrange County, Indiana",0.5,2.9,11.5
742,"Lake County, Indiana",2.8,1.3,1.3
743,"LaPorte County, Indiana",1.1,1.8,1.1
744,"Lawrence County, Indiana",0.3,1.3,0.4
745,"Madison County, Indiana",0.2,2.3,1.6
746,"Marion County, Indiana",2.1,1.9,1.4
747,"Marshall County, Indiana",0.2,2.9,2.8
748,"Martin County, Indiana",0.3,2.3,1.5
749,"Miami County, Indiana",0.3,1.6,1.8
750,"Monroe County, Indiana",4.3,8.4,3.3
751,"Montgomery County, Indiana",0.3,4.0,0.9
752,"Morgan County, Indiana",0.1,1.0,0.8
753,"Newton County, Indiana",1.1,0.9,3.2
754,"Noble County, Indiana",0.0,1.8,2.0
755,"Ohio County, Indiana",0.0,2.8,1.4
756,"Orange County, Indiana",0.2,1.8,2.6
757,"Owen County, Indiana",1.3,2.2,1.7
758,"Parke County, Indiana",0.5,2.3,1.5
759,"Perry County, Indiana",0.2,0.7,0.7
760,"Pike County, Indiana",0.4,1.3,0.6
761,"Porter County, Indiana",1.5,1.6,1.0
762,"Posey County, Indiana",0.0,0.8,0.8
763,"Pulaski County, Indiana",0.4,3.0,3.5
764,"Putnam County, Indiana",0.0,6.2,1.3
765,"Randolph County, Indiana",0.3,2.2,1.1
766,"Ripley County, Indiana",0.3,1.7,2.0
767,"Rush County, Indiana",0.2,1.0,0.3
768,"St. Joseph County, Indiana",1.4,3.6,1.5
769,"Scott County, Indiana",0.0,0.7,1.7
770,"Shelby County, Indiana",0.2,1.4,1.4
771,"Spencer County, Indiana",0.1,1.2,1.0
772,"Starke County, Indiana",0.4,2.0,0.8
773,"Steuben County, Indiana",0.3,2.0,1.4
774,"Sullivan County, Indiana",0.2,0.9,1.4
775,"Switzerland County, Indiana",0.4,0.9,1.0
776,"Tippecanoe County, Indiana",3.0,6.3,2.6
777,"Tipton County, Indiana",0.0,1.1,1.7
778,"Union County, Indiana",0.1,1.5,0.3
779,"Vanderburgh County, Indiana",1.8,1.7,1.2
780,"Vermillion County, Indiana",0.8,2.1,0.5
781,"Vigo County, Indiana",1.0,3.3,1.4
782,"Wabash County, Indiana",0.5,3.7,0.7
783,"Warren County, Indiana",0.4,0.8,0.8
784,"Warrick County, Indiana",0.1,1.0,0.9
785,"Washington County, Indiana",0.1,0.8,0.7
786,"Wayne County, Indiana",0.5,2.7,2.0
787,"Wells County, Indiana",0.1,2.1,1.5
788,"White County, Indiana",0.2,1.9,1.3
789,"Whitley County, Indiana",0.3,1.0,1.0
790,"Adair County, Iowa",0.3,3.4,1.2
791,"Adams County, Iowa",0.7,2.7,0.9
792,"Allamakee County, Iowa",0.1,6.6,1.4
793,"Appanoose County, Iowa",0.2,2.0,1.3
794,"Audubon County, Iowa",0.5,5.5,0.8
795,"Benton County, Iowa",0.1,3.8,1.9
796,"Black Hawk County, Iowa",0.5,4.6,1.7
797,"Boone County, Iowa",0.5,2.1,0.7
798,"Bremer County, Iowa",0.2,8.6,0.8
799,"Buchanan County, Iowa",0.2,5.7,2.6
800,"Buena Vista County, Iowa",0.1,5.0,1.4
801,"Butler County, Iowa",0.3,3.7,0.9
802,"Calhoun County, Iowa",0.4,2.8,2.3
803,"Carroll County, Iowa",0.4,3.6,1.0
804,"Cass County, Iowa",1.5,3.1,2.2
805,"Cedar County, Iowa",0.1,2.5,1.2
806,"Cerro Gordo County, Iowa",1.1,4.1,1.1
807,"Cherokee County, Iowa",0.1,2.8,0.7
808,"Chickasaw County, Iowa",0.2,4.0,1.8
809,"Clarke County, Iowa",0.9,3.6,0.3
810,"Clay County, Iowa",0.3,3.6,2.5
811,"Clayton County, Iowa",0.2,4.7,0.8
812,"Clinton County, Iowa",0.9,2.5,1.2
813,"Crawford County, Iowa",0.3,3.0,4.0
814,"Dallas County, Iowa",0.2,1.5,0.8
815,"Davis County, Iowa",0.1,5.3,5.8
816,"Decatur County, Iowa",0.1,9.3,3.0
817,"Delaware County, Iowa",0.1,2.6,0.5
818,"Des Moines County, Iowa",0.3,3.3,1.7
819,"Dickinson County, Iowa",0.5,2.6,1.9
820,"Dubuque County, Iowa",1.0,3.8,0.9
821,"Emmet County, Iowa",0.4,5.0,0.9
822,"Fayette County, Iowa",0.3,5.7,1.0
823,"Floyd County, Iowa",0.7,3.6,2.2
824,"Franklin County, Iowa",0.2,6.3,0.7
825,"Fremont County, Iowa",0.1,3.9,1.6
826,"Greene County, Iowa",0.0,3.7,2.2
827,"Grundy County, Iowa",0.1,4.5,1.0
828,"Guthrie County, Iowa",0.1,4.0,1.3
829,"Hamilton County, Iowa",0.0,5.5,1.1
830,"Hancock County, Iowa",0.5,2.8,1.8
831,"Hardin County, Iowa",0.2,4.0,1.3
832,"Harrison County, Iowa",0.2,3.2,0.9
833,"Henry County, Iowa",0.2,2.8,1.8
834,"Howard County, Iowa",0.2,4.9,2.2
835,"Humboldt County, Iowa",0.1,2.0,1.7
836,"Ida County, Iowa",0.3,4.4,1.8
837,"Iowa County, Iowa",0.2,4.5,0.5
838,"Jackson County, Iowa",0.5,3.1,0.9
839,"Jasper County, Iowa",0.6,2.0,0.7
840,"Jefferson County, Iowa",0.1,5.1,2.7
841,"Johnson County, Iowa",6.5,9.3,4.1
842,"Jones County, Iowa",0.4,3.2,0.6
843,"Keokuk County, Iowa",0.3,3.6,0.7
844,"Kossuth County, Iowa",0.3,4.2,1.7
845,"Lee County, Iowa",0.2,2.9,1.5
846,"Linn County, Iowa",1.1,2.2,1.2
847,"Louisa County, Iowa",0.1,1.5,1.7
848,"Lucas County, Iowa",0.6,2.0,1.2
849,"Lyon County, Iowa",0.0,5.4,0.3
850,"Madison County, Iowa",0.2,2.9,0.2
851,"Mahaska County, Iowa",0.8,4.1,1.7
852,"Marion County, Iowa",0.4,4.3,1.8
853,"Marshall County, Iowa",0.2,3.0,2.0
854,"Mills County, Iowa",2.1,2.4,1.2
855,"Mitchell County, Iowa",0.1,5.7,2.2
856,"Monona County, Iowa",0.0,5.4,1.0
857,"Monroe County, Iowa",0.2,2.4,0.9
858,"Montgomery County, Iowa",0.4,3.4,1.3
859,"Muscatine County, Iowa",0.3,2.3,0.9
860,"O'Brien County, Iowa",2.4,5.2,1.5
861,"Osceola County, Iowa",0.0,6.8,1.9
862,"Page County, Iowa",0.0,4.7,1.5
863,"Palo Alto County, Iowa",0.0,4.2,1.3
864,"Plymouth County, Iowa",0.0,2.7,1.8
865,"Pocahontas County, Iowa",0.2,5.5,1.2
866,"Polk County, Iowa",1.3,1.6,1.0
867,"Pottawattamie County, Iowa",0.8,1.7,1.2
868,"Poweshiek County, Iowa",0.3,11.8,2.6
869,"Ringgold County, Iowa",0.0,3.1,2.3
870,"Sac County, Iowa",0.3,3.3,1.0
871,"Scott County, Iowa",0.8,1.6,1.0
872,"Shelby County, Iowa",0.7,2.9,1.2
873,"Sioux County, Iowa",0.5,4.7,1.5
874,"Story County, Iowa",6.2,7.4,2.7
875,"Tama County, Iowa",0.1,3.1,1.7
876,"Taylor County, Iowa",0.0,3.3,1.7
877,"Union County, Iowa",0.5,2.9,0.7
878,"Van Buren County, Iowa",1.4,5.8,2.5
879,"Wapello County, Iowa",0.6,2.0,3.7
880,"Warren County, Iowa",0.2,2.3,0.4
881,"Washington County, Iowa",0.5,3.9,2.1
882,"Wayne County, Iowa",0.4,3.5,1.7
883,"Webster County, Iowa",0.4,2.0,1.5
884,"Winnebago County, Iowa",0.0,4.9,1.9
885,"Winneshiek County, Iowa",0.1,16.2,2.0
886,"Woodbury County, Iowa",0.9,1.4,2.5
887,"Worth County, Iowa",0.6,3.0,1.0
888,"Wright County, Iowa",0.3,4.8,2.5
889,"Allen County, Kansas",0.7,4.4,1.4
890,"Anderson County, Kansas",0.1,3.3,2.3
891,"Atchison County, Kansas",0.1,7.4,1.0
892,"Barber County, Kansas",0.1,2.9,0.9
893,"Barton County, Kansas",0.1,3.0,1.0
894,"Bourbon County, Kansas",0.2,2.5,0.4
895,"Brown County, Kansas",0.2,3.2,0.6
896,"Butler County, Kansas",0.0,1.6,1.2
897,"Chase County, Kansas",1.4,2.3,1.1
898,"Chautauqua County, Kansas",0.1,6.3,0.9
899,"Cherokee County, Kansas",0.0,2.6,1.5
900,"Cheyenne County, Kansas",0.0,8.2,0.9
901,"Clark County, Kansas",0.0,8.4,1.5
902,"Clay County, Kansas",0.1,2.6,1.8
903,"Cloud County, Kansas",0.0,3.8,2.5
904,"Coffey County, Kansas",0.4,1.7,0.5
905,"Comanche County, Kansas",0.0,5.8,0.8
906,"Cowley County, Kansas",0.0,2.4,1.9
907,"Crawford County, Kansas",0.3,2.5,1.2
908,"Decatur County, Kansas",0.0,5.4,0.5
909,"Dickinson County, Kansas",0.2,3.7,1.4
910,"Doniphan County, Kansas",0.4,5.0,1.6
911,"Douglas County, Kansas",2.0,5.1,1.6
912,"Edwards County, Kansas",0.3,3.8,3.4
913,"Elk County, Kansas",0.0,4.9,2.6
914,"Ellis County, Kansas",0.4,3.2,0.6
915,"Ellsworth County, Kansas",0.0,5.4,2.1
916,"Finney County, Kansas",0.6,2.3,1.4
917,"Ford County, Kansas",0.4,1.5,2.2
918,"Franklin County, Kansas",0.6,3.0,2.1
919,"Geary County, Kansas",0.2,2.0,2.9
920,"Gove County, Kansas",0.0,9.6,1.7
921,"Graham County, Kansas",0.2,5.1,2.6
922,"Grant County, Kansas",0.0,3.2,1.2
923,"Gray County, Kansas",0.0,5.6,1.6
924,"Greeley County, Kansas",0.0,3.8,2.4
925,"Greenwood County, Kansas",0.3,1.6,1.1
926,"Hamilton County, Kansas",0.0,6.8,0.0
927,"Harper County, Kansas",0.2,3.3,1.9
928,"Harvey County, Kansas",0.2,3.8,1.9
929,"Haskell County, Kansas",0.0,4.5,1.2
930,"Hodgeman County, Kansas",0.0,6.2,1.5
931,"Jackson County, Kansas",0.1,2.0,0.3
932,"Jefferson County, Kansas",0.4,1.6,1.0
933,"Jewell County, Kansas",0.0,6.2,1.4
934,"Johnson County, Kansas",0.4,0.8,0.8
935,"Kearny County, Kansas",0.1,5.4,0.0
936,"Kingman County, Kansas",0.0,5.1,3.3
937,"Kiowa County, Kansas",0.0,7.7,1.7
938,"Labette County, Kansas",0.2,3.5,0.7
939,"Lane County, Kansas",0.0,4.1,0.3
940,"Leavenworth County, Kansas",0.1,1.9,1.4
941,"Lincoln County, Kansas",1.3,4.6,0.7
942,"Linn County, Kansas",0.2,1.0,0.6
943,"Logan County, Kansas",0.0,3.2,2.1
944,"Lyon County, Kansas",0.3,4.1,1.5
945,"McPherson County, Kansas",0.1,4.1,1.3
946,"Marion County, Kansas",0.0,6.4,0.8
947,"Marshall County, Kansas",1.0,5.2,2.0
948,"Meade County, Kansas",0.0,5.6,1.2
949,"Miami County, Kansas",0.1,1.1,0.8
950,"Mitchell County, Kansas",0.2,4.0,1.1
951,"Montgomery County, Kansas",0.1,5.1,1.7
952,"Morris County, Kansas",0.0,5.2,0.9
953,"Morton County, Kansas",0.0,5.6,0.4
954,"Nemaha County, Kansas",0.4,6.0,0.9
955,"Neosho County, Kansas",0.2,2.5,1.9
956,"Ness County, Kansas",0.1,5.6,1.1
957,"Norton County, Kansas",0.0,1.3,1.2
958,"Osage County, Kansas",0.1,2.4,0.6
959,"Osborne County, Kansas",0.0,4.5,1.4
960,"Ottawa County, Kansas",0.1,2.6,2.2
961,"Pawnee County, Kansas",0.0,4.8,0.7
962,"Phillips County, Kansas",0.1,6.3,0.8
963,"Pottawatomie County, Kansas",0.1,1.9,2.0
964,"Pratt County, Kansas",0.0,2.1,1.2
965,"Rawlins County, Kansas",0.0,7.0,0.4
966,"Reno County, Kansas",0.6,1.6,1.9
967,"Republic County, Kansas",0.0,4.2,2.4
968,"Rice County, Kansas",0.2,6.7,1.0
969,"Riley County, Kansas",0.4,8.9,2.3
970,"Rooks County, Kansas",0.0,3.0,0.5
971,"Rush County, Kansas",0.0,4.0,0.2
972,"Russell County, Kansas",0.0,2.5,0.3
973,"Saline County, Kansas",0.5,1.8,3.1
974,"Scott County, Kansas",0.0,3.1,2.2
975,"Sedgwick County, Kansas",0.5,1.2,1.4
976,"Seward County, Kansas",0.2,2.1,2.5
977,"Shawnee County, Kansas",0.7,1.6,1.3
978,"Sheridan County, Kansas",0.0,5.1,1.4
979,"Sherman County, Kansas",0.0,0.2,3.2
980,"Smith County, Kansas",0.0,6.6,1.1
981,"Stafford County, Kansas",0.0,5.2,3.4
982,"Stanton County, Kansas",1.6,3.2,1.6
983,"Stevens County, Kansas",0.0,2.8,0.6
984,"Sumner County, Kansas",0.2,3.6,1.0
985,"Thomas County, Kansas",0.1,3.9,1.1
986,"Trego County, Kansas",0.0,3.9,1.0
987,"Wabaunsee County, Kansas",0.4,2.3,1.9
988,"Wallace County, Kansas",0.0,7.4,0.3
989,"Washington County, Kansas",0.2,4.0,1.6
990,"Wichita County, Kansas",0.0,6.4,0.9
991,"Wilson County, Kansas",0.0,7.1,1.3
992,"Woodson County, Kansas",0.1,5.0,1.6
993,"Wyandotte County, Kansas",1.4,1.6,0.9
994,"Adair County, Kentucky",0.5,2.6,0.8
995,"Allen County, Kentucky",0.0,2.8,2.6
996,"Anderson County, Kentucky",0.0,0.2,0.5
997,"Ballard County, Kentucky",1.8,0.8,2.5
998,"Barren County, Kentucky",0.3,1.5,1.0
999,"Bath County, Kentucky",0.2,1.6,0.4
1000,"Bell County, Kentucky",0.2,3.5,1.6
1001,"Boone County, Kentucky",1.0,1.0,1.1
1002,"Bourbon County, Kentucky",0.4,1.9,1.0
1003,"Boyd County, Kentucky",0.3,3.5,1.2
1004,"Boyle County, Kentucky",0.1,4.3,1.3
1005,"Bracken County, Kentucky",0.0,1.7,0.6
1006,"Breathitt County, Kentucky",0.3,3.7,4.3
1007,"Breckinridge County, Kentucky",0.6,1.6,1.9
1008,"Bullitt County, Kentucky",0.4,0.8,0.7
1009,"Butler County, Kentucky",0.1,1.3,2.7
1010,"Caldwell County, Kentucky",0.3,2.1,7.6
1011,"Calloway County, Kentucky",0.3,6.0,1.7
1012,"Campbell County, Kentucky",2.2,3.4,1.1
1013,"Carlisle County, Kentucky",0.0,0.1,2.7
1014,"Carroll County, Kentucky",0.0,1.9,0.4
1015,"Carter County, Kentucky",0.2,4.9,0.6
1016,"Casey County, Kentucky",0.0,0.5,1.9
1017,"Christian County, Kentucky",0.4,8.6,1.6
1018,"Clark County, Kentucky",0.5,2.1,1.0
1019,"Clay County, Kentucky",0.0,2.3,0.8
1020,"Clinton County, Kentucky",0.3,0.4,1.1
1021,"Crittenden County, Kentucky",0.3,1.5,1.2
1022,"Cumberland County, Kentucky",2.3,0.4,0.8
1023,"Daviess County, Kentucky",0.3,2.4,0.8
1024,"Edmonson County, Kentucky",0.0,5.6,1.5
1025,"Elliott County, Kentucky",0.5,2.2,0.9
1026,"Estill County, Kentucky",0.0,0.7,1.4
1027,"Fayette County, Kentucky",1.9,3.7,1.8
1028,"Fleming County, Kentucky",0.4,1.5,0.4
1029,"Floyd County, Kentucky",0.1,1.6,0.5
1030,"Franklin County, Kentucky",1.4,1.8,0.6
1031,"Fulton County, Kentucky",0.5,2.5,2.3
1032,"Gallatin County, Kentucky",0.1,1.9,0.6
1033,"Garrard County, Kentucky",0.4,0.7,1.2
1034,"Grant County, Kentucky",0.2,0.9,1.0
1035,"Graves County, Kentucky",0.4,0.8,1.5
1036,"Grayson County, Kentucky",0.1,0.6,1.2
1037,"Green County, Kentucky",0.2,0.5,1.4
1038,"Greenup County, Kentucky",0.4,0.9,0.5
1039,"Hancock County, Kentucky",0.1,0.8,1.1
1040,"Hardin County, Kentucky",0.5,2.6,1.3
1041,"Harlan County, Kentucky",0.8,1.7,0.6
1042,"Harrison County, Kentucky",0.1,1.8,1.7
1043,"Hart County, Kentucky",0.3,2.2,2.2
1044,"Henderson County, Kentucky",0.5,1.5,0.7
1045,"Henry County, Kentucky",0.3,1.1,0.9
1046,"Hickman County, Kentucky",0.0,1.0,1.4
1047,"Hopkins County, Kentucky",0.1,2.0,1.5
1048,"Jackson County, Kentucky",1.4,0.8,1.0
1049,"Jefferson County, Kentucky",2.7,2.1,1.5
1050,"Jessamine County, Kentucky",0.3,2.3,0.2
1051,"Johnson County, Kentucky",0.1,2.2,0.1
1052,"Kenton County, Kentucky",2.3,1.7,0.8
1053,"Knott County, Kentucky",0.5,4.5,2.6
1054,"Knox County, Kentucky",0.9,1.4,0.2
1055,"Larue County, Kentucky",0.0,4.1,0.4
1056,"Laurel County, Kentucky",0.2,1.2,0.6
1057,"Lawrence County, Kentucky",0.2,1.4,2.8
1058,"Lee County, Kentucky",0.0,1.2,2.5
1059,"Leslie County, Kentucky",1.9,1.2,0.3
