,GEO.display-label,HC03_VC30,HC03_VC31,HC03_VC32
1556,"Newton County, Missouri",0.1,1.7,1.4
1557,"Nodaway County, Missouri",0.2,7.5,1.3
1558,"Oregon County, Missouri",0.6,2.3,1.3
1559,"Osage County, Missouri",0.1,1.7,1.2
1560,"Ozark County, Missouri",0.2,1.0,0.7
1561,"Pemiscot County, Missouri",0.1,3.4,0.8
1562,"Perry County, Missouri",0.2,1.1,0.4
1563,"Pettis County, Missouri",0.6,1.9,0.5
1564,"Phelps County, Missouri",0.4,3.4,2.3
1565,"Pike County, Missouri",0.2,2.8,1.5
1566,"Platte County, Missouri",0.9,1.2,1.0
1567,"Polk County, Missouri",0.1,3.5,1.0
1568,"Pulaski County, Missouri",0.2,1.0,1.2
1569,"Putnam County, Missouri",0.0,1.5,0.6
1570,"Ralls County, Missouri",0.3,1.8,0.6
1571,"Randolph County, Missouri",0.2,1.8,0.6
1572,"Ray County, Missouri",0.4,1.6,0.8
1573,"Reynolds County, Missouri",0.7,2.7,1.5
1574,"Ripley County, Missouri",0.3,3.0,0.7
1575,"St. Charles County, Missouri",0.2,1.0,1.0
1576,"St. Clair County, Missouri",0.3,4.9,2.7
1577,"Ste. Genevieve County, Missouri",0.7,1.2,0.2
1578,"St. Francois County, Missouri",0.0,0.8,1.1
1579,"St. Louis County, Missouri",2.6,1.5,1.1
1580,"Saline County, Missouri",1.1,3.1,1.6
1581,"Schuyler County, Missouri",0.0,1.3,1.5
1582,"Scotland County, Missouri",0.0,1.7,3.3
1583,"Scott County, Missouri",0.2,0.7,0.7
1584,"Shannon County, Missouri",0.2,1.7,1.4
1585,"Shelby County, Missouri",0.4,3.4,0.6
1586,"Stoddard County, Missouri",0.5,1.2,1.4
1587,"Stone County, Missouri",0.0,2.2,0.4
1588,"Sullivan County, Missouri",0.2,3.5,1.2
1589,"Taney County, Missouri",1.0,3.3,0.7
1590,"Texas County, Missouri",0.1,1.9,0.8
1591,"Vernon County, Missouri",0.3,3.8,2.0
1592,"Warren County, Missouri",0.1,1.8,0.5
1593,"Washington County, Missouri",0.5,0.8,1.2
1594,"Wayne County, Missouri",0.6,1.7,0.7
1595,"Webster County, Missouri",0.4,2.2,1.4
1596,"Worth County, Missouri",0.5,2.9,0.5
1597,"Wright County, Missouri",0.0,4.4,2.3
1598,"St. Louis city, Missouri",9.4,4.4,1.9
1599,"Beaverhead County, Montana",0.1,11.5,2.2
1600,"Big Horn County, Montana",0.5,5.0,1.8
1601,"Blaine County, Montana",1.4,8.8,1.5
1602,"Broadwater County, Montana",0.0,4.7,3.3
1603,"Carbon County, Montana",1.5,8.5,3.0
1604,"Carter County, Montana",0.0,14.8,2.8
1605,"Cascade County, Montana",0.9,3.7,1.5
1606,"Chouteau County, Montana",1.8,8.6,2.5
1607,"Custer County, Montana",0.4,3.7,2.4
1608,"Daniels County, Montana",0.0,11.1,0.4
1609,"Dawson County, Montana",0.2,4.9,1.7
1610,"Deer Lodge County, Montana",0.8,3.6,1.3
1611,"Fallon County, Montana",0.0,5.7,0.6
1612,"Fergus County, Montana",0.7,8.8,2.4
1613,"Flathead County, Montana",0.6,3.2,1.7
1614,"Gallatin County, Montana",0.6,6.3,4.6
1615,"Garfield County, Montana",0.5,3.1,1.3
1616,"Glacier County, Montana",0.3,10.4,0.4
1617,"Golden Valley County, Montana",0.0,18.9,1.4
1618,"Granite County, Montana",0.0,9.0,1.1
1619,"Hill County, Montana",0.2,6.2,1.1
1620,"Jefferson County, Montana",0.1,4.1,1.4
1621,"Judith Basin County, Montana",0.4,14.3,1.1
1622,"Lake County, Montana",0.8,5.0,1.3
1623,"Lewis and Clark County, Montana",0.5,4.3,2.0
1624,"Liberty County, Montana",2.2,21.3,0.9
1625,"Lincoln County, Montana",1.0,3.6,2.1
1626,"McCone County, Montana",0.3,6.0,0.2
1627,"Madison County, Montana",0.3,11.0,2.1
1628,"Meagher County, Montana",0.3,10.5,1.5
1629,"Mineral County, Montana",0.0,4.2,1.4
1630,"Missoula County, Montana",1.8,5.2,5.4
1631,"Musselshell County, Montana",0.0,4.7,0.0
1632,"Park County, Montana",1.8,5.3,2.1
1633,"Petroleum County, Montana",0.0,14.1,0.4
1634,"Phillips County, Montana",1.0,6.2,1.7
1635,"Pondera County, Montana",0.0,7.7,1.5
1636,"Powder River County, Montana",0.0,9.6,3.0
1637,"Powell County, Montana",0.2,6.0,1.0
1638,"Prairie County, Montana",0.0,7.2,1.1
1639,"Ravalli County, Montana",0.0,3.2,1.6
1640,"Richland County, Montana",0.1,5.7,0.8
1641,"Roosevelt County, Montana",1.4,3.7,1.0
1642,"Rosebud County, Montana",0.3,6.9,3.5
1643,"Sanders County, Montana",0.5,3.6,1.2
1644,"Sheridan County, Montana",0.2,7.4,0.3
1645,"Silver Bow County, Montana",0.4,2.8,3.1
1646,"Stillwater County, Montana",3.2,8.2,3.1
1647,"Sweet Grass County, Montana",5.4,7.7,2.3
1648,"Teton County, Montana",0.3,7.6,2.5
1649,"Toole County, Montana",0.0,14.1,0.9
1650,"Treasure County, Montana",0.0,12.4,3.0
1651,"Valley County, Montana",0.5,5.6,0.9
1652,"Wheatland County, Montana",0.0,23.5,0.0
1653,"Wibaux County, Montana",0.0,10.2,0.7
1654,"Yellowstone County, Montana",1.0,2.8,1.5
1655,"Adams County, Nebraska",0.4,2.5,0.6
1656,"Antelope County, Nebraska",0.0,4.4,1.6
1657,"Arthur County, Nebraska",0.0,12.4,0.0
1658,"Banner County, Nebraska",0.0,10.0,0.0
1659,"Blaine County, Nebraska",0.0,7.5,1.4
1660,"Boone County, Nebraska",0.0,4.7,1.0
1661,"Box Butte County, Nebraska",0.1,3.7,1.5
1662,"Boyd County, Nebraska",0.0,8.5,1.1
1663,"Brown County, Nebraska",0.0,7.7,0.8
1664,"Buffalo County, Nebraska",0.1,4.0,1.5
1665,"Burt County, Nebraska",0.0,3.3,0.7
1666,"Butler County, Nebraska",0.0,2.0,1.0
1667,"Cass County, Nebraska",0.1,2.2,0.8
1668,"Cedar County, Nebraska",0.3,5.6,1.8
1669,"Chase County, Nebraska",0.0,4.8,2.7
1670,"Cherry County, Nebraska",0.0,3.9,1.5
1671,"Cheyenne County, Nebraska",0.0,1.7,1.4
1672,"Clay County, Nebraska",0.0,4.7,1.6
1673,"Colfax County, Nebraska",0.2,6.0,3.1
1674,"Cuming County, Nebraska",0.0,5.0,0.9
1675,"Custer County, Nebraska",0.0,3.9,1.8
1676,"Dakota County, Nebraska",0.2,1.9,1.6
1677,"Dawes County, Nebraska",0.1,15.4,1.4
1678,"Dawson County, Nebraska",0.1,2.9,1.3
1679,"Deuel County, Nebraska",0.3,3.8,5.3
1680,"Dixon County, Nebraska",0.1,4.6,0.3
1681,"Dodge County, Nebraska",0.2,3.2,1.2
1682,"Douglas County, Nebraska",1.3,2.2,1.1
1683,"Dundy County, Nebraska",0.4,7.5,2.2
1684,"Fillmore County, Nebraska",0.0,5.5,1.6
1685,"Franklin County, Nebraska",0.6,6.0,0.7
1686,"Frontier County, Nebraska",0.3,7.1,0.7
1687,"Furnas County, Nebraska",0.1,4.1,1.5
1688,"Gage County, Nebraska",0.0,2.7,0.6
1689,"Garden County, Nebraska",0.2,6.0,0.6
1690,"Garfield County, Nebraska",0.5,7.6,1.5
1691,"Gosper County, Nebraska",0.0,5.7,2.4
1692,"Grant County, Nebraska",0.0,11.1,2.2
1693,"Greeley County, Nebraska",1.0,5.5,0.5
1694,"Hall County, Nebraska",1.1,1.2,1.3
1695,"Hamilton County, Nebraska",0.0,5.3,1.3
1696,"Harlan County, Nebraska",0.3,4.0,0.7
1697,"Hayes County, Nebraska",0.7,8.4,0.2
1698,"Hitchcock County, Nebraska",0.2,5.5,0.0
1699,"Holt County, Nebraska",0.5,5.0,0.7
1700,"Hooker County, Nebraska",3.0,9.8,4.3
1701,"Howard County, Nebraska",0.0,2.0,1.1
1702,"Jefferson County, Nebraska",0.8,5.9,0.2
1703,"Johnson County, Nebraska",0.4,3.1,1.0
1704,"Kearney County, Nebraska",0.8,2.2,1.6
1705,"Keith County, Nebraska",1.4,5.7,2.7
1706,"Keya Paha County, Nebraska",0.0,6.8,0.0
1707,"Kimball County, Nebraska",0.3,8.8,0.5
1708,"Knox County, Nebraska",0.1,6.7,0.5
1709,"Lancaster County, Nebraska",1.3,2.7,2.2
1710,"Lincoln County, Nebraska",0.3,2.4,1.1
1711,"Logan County, Nebraska",0.0,4.1,0.2
1712,"Loup County, Nebraska",1.1,8.3,1.4
1713,"McPherson County, Nebraska",0.0,15.7,4.6
1714,"Madison County, Nebraska",0.3,2.1,2.3
1715,"Merrick County, Nebraska",0.3,4.7,1.3
1716,"Morrill County, Nebraska",0.6,5.1,1.3
1717,"Nance County, Nebraska",0.0,4.2,0.7
1718,"Nemaha County, Nebraska",0.0,6.5,0.8
1719,"Nuckolls County, Nebraska",1.0,3.9,0.2
1720,"Otoe County, Nebraska",0.2,3.5,1.0
1721,"Pawnee County, Nebraska",0.0,5.9,0.6
1722,"Perkins County, Nebraska",0.0,3.8,0.3
1723,"Phelps County, Nebraska",0.0,3.8,1.8
1724,"Pierce County, Nebraska",0.0,2.4,1.2
1725,"Platte County, Nebraska",0.0,3.9,0.7
1726,"Polk County, Nebraska",0.0,3.3,0.8
1727,"Red Willow County, Nebraska",0.1,3.8,2.8
1728,"Richardson County, Nebraska",0.0,1.8,0.9
1729,"Rock County, Nebraska",0.0,4.9,0.3
1730,"Saline County, Nebraska",0.2,4.6,1.6
1731,"Sarpy County, Nebraska",0.2,0.6,1.0
1732,"Saunders County, Nebraska",0.2,2.9,1.0
1733,"Scotts Bluff County, Nebraska",0.3,2.0,1.4
1734,"Seward County, Nebraska",0.4,5.5,1.0
1735,"Sheridan County, Nebraska",0.0,9.9,1.4
1736,"Sherman County, Nebraska",0.1,4.8,0.5
1737,"Sioux County, Nebraska",0.0,16.6,0.9
1738,"Stanton County, Nebraska",0.0,3.4,0.8
1739,"Thayer County, Nebraska",0.1,3.6,0.4
1740,"Thomas County, Nebraska",0.0,14.1,0.0
1741,"Thurston County, Nebraska",1.8,7.1,1.8
1742,"Valley County, Nebraska",0.0,5.3,0.7
1743,"Washington County, Nebraska",0.0,3.1,0.5
1744,"Wayne County, Nebraska",0.0,4.4,1.4
1745,"Webster County, Nebraska",0.2,5.2,0.4
1746,"Wheeler County, Nebraska",0.0,6.9,0.6
1747,"York County, Nebraska",0.2,3.8,1.6
1748,"Churchill County, Nevada",0.1,2.2,1.5
1749,"Clark County, Nevada",4.0,1.8,2.2
1750,"Douglas County, Nevada",0.3,1.7,2.3
1751,"Elko County, Nevada",12.1,6.5,1.5
1752,"Esmeralda County, Nevada",0.0,14.5,3.9
1753,"Eureka County, Nevada",3.9,25.0,0.0
1754,"Humboldt County, Nevada",13.9,3.3,0.8
1755,"Lander County, Nevada",13.1,6.0,1.6
1756,"Lincoln County, Nevada",0.0,8.3,0.0
1757,"Lyon County, Nevada",0.2,1.0,1.9
1758,"Mineral County, Nevada",1.1,10.4,2.8
1759,"Nye County, Nevada",1.1,3.1,2.3
1760,"Pershing County, Nevada",0.0,15.1,0.0
1761,"Storey County, Nevada",0.5,2.1,0.0
1762,"Washoe County, Nevada",2.1,2.7,2.2
1763,"White Pine County, Nevada",0.8,9.8,1.7
1764,"Carson City, Nevada",0.3,3.1,2.1
1765,"Belknap County, New Hampshire",0.0,1.4,1.7
1766,"Carroll County, New Hampshire",0.4,2.3,1.6
1767,"Cheshire County, New Hampshire",0.4,3.2,1.5
1768,"Coos County, New Hampshire",0.1,3.5,1.0
1769,"Grafton County, New Hampshire",1.5,8.5,2.5
1770,"Hillsborough County, New Hampshire",0.9,2.0,0.9
1771,"Merrimack County, New Hampshire",0.3,2.7,1.3
1772,"Rockingham County, New Hampshire",0.9,1.7,1.0
1773,"Strafford County, New Hampshire",2.1,5.4,1.4
1774,"Sullivan County, New Hampshire",0.4,3.0,1.8
1775,"Atlantic County, New Jersey",7.4,3.4,2.8
1776,"Bergen County, New Jersey",14.1,2.9,1.5
1777,"Burlington County, New Jersey",3.5,1.5,1.0
1778,"Camden County, New Jersey",7.5,1.9,1.1
1779,"Cape May County, New Jersey",1.9,5.4,3.2
1780,"Cumberland County, New Jersey",1.8,2.0,2.0
1781,"Essex County, New Jersey",20.6,4.6,1.4
1782,"Gloucester County, New Jersey",1.9,1.5,1.2
1783,"Hudson County, New Jersey",41.0,8.3,1.5
1784,"Hunterdon County, New Jersey",2.1,1.8,0.7
1785,"Mercer County, New Jersey",8.1,3.1,2.0
1786,"Middlesex County, New Jersey",9.5,2.9,2.3
1787,"Monmouth County, New Jersey",8.0,2.1,1.8
1788,"Morris County, New Jersey",5.0,2.1,1.0
1789,"Ocean County, New Jersey",2.1,1.6,1.6
1790,"Passaic County, New Jersey",9.3,3.2,2.1
1791,"Salem County, New Jersey",1.2,1.8,1.4
1792,"Somerset County, New Jersey",4.7,1.7,1.3
1793,"Sussex County, New Jersey",1.7,1.1,1.0
1794,"Union County, New Jersey",10.5,3.2,5.9
1795,"Warren County, New Jersey",1.2,3.0,1.3
1796,"Bernalillo County, New Mexico",1.8,2.0,2.6
1797,"Catron County, New Mexico",0.0,8.1,1.1
1798,"Chaves County, New Mexico",0.4,2.2,1.9
1799,"Cibola County, New Mexico",0.4,1.9,2.0
1800,"Colfax County, New Mexico",0.6,2.8,0.9
1801,"Curry County, New Mexico",0.3,2.1,2.9
1802,"De Baca County, New Mexico",0.0,2.8,2.1
1803,"Doña Ana County, New Mexico",0.4,2.7,1.5
1804,"Eddy County, New Mexico",0.4,1.7,1.0
1805,"Grant County, New Mexico",0.4,3.1,0.5
1806,"Guadalupe County, New Mexico",0.0,3.1,2.1
1807,"Harding County, New Mexico",0.0,8.9,1.0
1808,"Hidalgo County, New Mexico",0.1,3.8,1.0
1809,"Lea County, New Mexico",0.6,2.0,1.3
1810,"Lincoln County, New Mexico",0.0,3.8,1.5
1811,"Los Alamos County, New Mexico",4.0,2.5,4.2
1812,"Luna County, New Mexico",1.4,1.4,0.7
1813,"McKinley County, New Mexico",0.4,3.5,1.8
1814,"Mora County, New Mexico",0.0,0.9,0.0
1815,"Otero County, New Mexico",0.6,2.6,1.1
1816,"Quay County, New Mexico",0.1,1.0,2.2
1817,"Rio Arriba County, New Mexico",1.6,1.0,2.4
1818,"Roosevelt County, New Mexico",0.1,5.4,2.2
1819,"Sandoval County, New Mexico",1.2,1.3,1.5
1820,"San Juan County, New Mexico",0.3,1.9,1.2
1821,"San Miguel County, New Mexico",0.4,3.2,2.1
1822,"Santa Fe County, New Mexico",1.1,2.3,2.4
1823,"Sierra County, New Mexico",0.1,3.0,0.4
1824,"Socorro County, New Mexico",0.1,7.2,4.8
1825,"Taos County, New Mexico",0.7,4.1,1.9
1826,"Torrance County, New Mexico",0.0,2.0,0.8
1827,"Union County, New Mexico",1.2,1.4,2.1
1828,"Valencia County, New Mexico",1.3,1.6,1.9
1829,"Albany County, New York",5.7,4.5,1.5
1830,"Allegany County, New York",0.6,11.5,1.5
1831,"Bronx County, New York",59.7,8.0,1.8
1832,"Broome County, New York",3.3,4.5,1.1
1833,"Cattaraugus County, New York",0.5,5.6,1.6
1834,"Cayuga County, New York",0.9,3.8,1.1
1835,"Chautauqua County, New York",0.3,4.5,1.2
1836,"Chemung County, New York",2.0,3.3,0.9
1837,"Chenango County, New York",0.7,5.0,0.8
1838,"Clinton County, New York",0.6,4.7,2.7
1839,"Columbia County, New York",2.3,4.1,0.7
1840,"Cortland County, New York",0.8,6.8,0.9
1841,"Delaware County, New York",1.5,6.6,1.0
1842,"Dutchess County, New York",5.0,5.1,1.1
1843,"Erie County, New York",3.7,2.9,1.3
1844,"Essex County, New York",0.7,4.1,3.7
1845,"Franklin County, New York",0.7,4.3,1.9
1846,"Fulton County, New York",0.6,1.8,1.4
1847,"Genesee County, New York",0.4,3.4,1.6
1848,"Greene County, New York",0.9,2.5,2.2
1849,"Hamilton County, New York",0.2,5.6,5.1
1850,"Herkimer County, New York",0.8,4.6,1.1
1851,"Jefferson County, New York",0.4,6.8,1.9
1852,"Kings County, New York",61.7,8.8,2.5
1853,"Lewis County, New York",0.2,5.9,1.2
1854,"Livingston County, New York",0.5,6.4,1.5
1855,"Madison County, New York",0.4,6.1,1.4
1856,"Monroe County, New York",2.9,3.2,1.2
1857,"Montgomery County, New York",1.3,3.8,2.2
1858,"Nassau County, New York",16.3,2.7,1.1
1859,"New York County, New York",59.2,20.7,5.4
1860,"Niagara County, New York",1.2,2.2,1.2
1861,"Oneida County, New York",1.1,3.8,1.0
1862,"Onondaga County, New York",3.2,4.4,1.3
1863,"Ontario County, New York",0.9,3.9,1.1
1864,"Orange County, New York",5.1,3.9,1.9
1865,"Orleans County, New York",0.9,1.3,1.8
1866,"Oswego County, New York",0.8,4.0,1.0
1867,"Otsego County, New York",1.8,9.0,1.3
1868,"Putnam County, New York",8.3,1.2,0.8
1869,"Queens County, New York",52.3,5.8,1.5
1870,"Rensselaer County, New York",2.2,4.2,0.9
1871,"Richmond County, New York",29.8,2.5,0.9
1872,"Rockland County, New York",8.6,3.5,1.4
1873,"St. Lawrence County, New York",0.4,6.7,1.8
1874,"Saratoga County, New York",0.9,2.0,1.0
1875,"Schenectady County, New York",4.0,3.3,1.4
1876,"Schoharie County, New York",1.5,5.5,0.8
1877,"Schuyler County, New York",0.8,3.9,1.3
1878,"Seneca County, New York",0.5,3.3,1.4
1879,"Steuben County, New York",0.7,4.0,1.4
1880,"Suffolk County, New York",6.5,1.6,1.2
1881,"Sullivan County, New York",2.0,4.0,1.4
1882,"Tioga County, New York",0.5,1.4,1.3
1883,"Tompkins County, New York",6.3,14.6,1.9
1884,"Ulster County, New York",2.4,4.4,1.4
1885,"Warren County, New York",1.0,3.7,1.6
1886,"Washington County, New York",0.9,3.1,1.0
1887,"Wayne County, New York",0.7,2.2,1.3
1888,"Westchester County, New York",21.8,5.2,1.6
1889,"Wyoming County, New York",0.4,3.7,1.6
1890,"Yates County, New York",0.3,8.2,3.4
1891,"Alamance County, North Carolina",0.3,1.4,1.3
1892,"Alexander County, North Carolina",0.0,0.2,0.9
1893,"Alleghany County, North Carolina",0.1,2.1,0.9
1894,"Anson County, North Carolina",0.5,1.1,0.8
1895,"Ashe County, North Carolina",0.2,1.1,1.1
1896,"Avery County, North Carolina",0.5,2.4,0.6
1897,"Beaufort County, North Carolina",0.2,1.7,0.8
1898,"Bertie County, North Carolina",0.7,1.7,1.5
1899,"Bladen County, North Carolina",0.4,2.2,0.5
1900,"Brunswick County, North Carolina",0.4,0.7,1.2
1901,"Buncombe County, North Carolina",0.7,2.6,1.0
1902,"Burke County, North Carolina",0.2,1.6,0.4
1903,"Cabarrus County, North Carolina",0.5,0.7,0.9
1904,"Caldwell County, North Carolina",0.1,0.7,1.3
1905,"Camden County, North Carolina",0.2,0.1,1.3
1906,"Carteret County, North Carolina",0.5,1.4,2.6
1907,"Caswell County, North Carolina",0.1,1.8,1.1
1908,"Catawba County, North Carolina",0.1,0.9,1.0
1909,"Chatham County, North Carolina",1.1,1.1,2.6
1910,"Cherokee County, North Carolina",0.3,2.7,1.4
1911,"Chowan County, North Carolina",0.0,3.0,2.5
1912,"Clay County, North Carolina",0.0,0.8,0.2
1913,"Cleveland County, North Carolina",0.5,1.8,0.7
1914,"Columbus County, North Carolina",0.2,0.8,0.5
1915,"Craven County, North Carolina",0.3,1.9,2.5
1916,"Cumberland County, North Carolina",0.7,3.9,1.1
1917,"Currituck County, North Carolina",0.2,1.1,0.9
1918,"Dare County, North Carolina",0.0,1.2,3.0
1919,"Davidson County, North Carolina",0.2,1.1,0.9
1920,"Davie County, North Carolina",0.4,0.6,2.1
1921,"Duplin County, North Carolina",0.0,1.5,1.0
1922,"Durham County, North Carolina",3.9,2.6,2.1
1923,"Edgecombe County, North Carolina",0.9,1.6,3.5
1924,"Forsyth County, North Carolina",1.2,1.6,1.6
1925,"Franklin County, North Carolina",0.1,1.7,1.2
1926,"Gaston County, North Carolina",0.5,0.8,0.8
1927,"Gates County, North Carolina",0.0,0.6,1.6
1928,"Graham County, North Carolina",0.0,1.9,0.0
1929,"Granville County, North Carolina",0.0,0.6,0.7
1930,"Greene County, North Carolina",0.4,2.7,1.0
1931,"Guilford County, North Carolina",1.3,1.6,1.0
1932,"Halifax County, North Carolina",0.1,1.8,1.2
1933,"Harnett County, North Carolina",0.1,1.0,1.2
1934,"Haywood County, North Carolina",0.4,1.2,1.2
1935,"Henderson County, North Carolina",0.2,1.6,0.9
1936,"Hertford County, North Carolina",0.6,2.9,0.8
1937,"Hoke County, North Carolina",0.8,1.3,1.3
1938,"Hyde County, North Carolina",0.0,5.8,7.6
1939,"Iredell County, North Carolina",0.4,1.0,1.4
1940,"Jackson County, North Carolina",0.6,4.4,0.7
1941,"Johnston County, North Carolina",0.1,0.7,1.3
1942,"Jones County, North Carolina",0.3,5.0,2.5
1943,"Lee County, North Carolina",0.3,1.4,1.2
1944,"Lenoir County, North Carolina",0.8,2.4,0.5
1945,"Lincoln County, North Carolina",0.2,0.8,0.8
1946,"McDowell County, North Carolina",0.0,0.6,1.2
1947,"Macon County, North Carolina",0.5,1.7,2.0
1948,"Madison County, North Carolina",0.1,2.2,0.6
1949,"Martin County, North Carolina",0.1,1.4,0.4
1950,"Mecklenburg County, North Carolina",3.4,1.9,1.3
1951,"Mitchell County, North Carolina",0.0,1.5,0.4
1952,"Montgomery County, North Carolina",0.2,1.1,1.3
1953,"Moore County, North Carolina",0.1,2.3,1.4
1954,"Nash County, North Carolina",0.4,1.7,0.8
1955,"New Hanover County, North Carolina",1.0,1.9,2.6
1956,"Northampton County, North Carolina",0.2,3.1,1.6
1957,"Onslow County, North Carolina",0.1,5.6,1.8
1958,"Orange County, North Carolina",7.4,6.0,3.3
1959,"Pamlico County, North Carolina",0.0,1.9,2.5
1960,"Pasquotank County, North Carolina",0.5,2.4,3.1
1961,"Pender County, North Carolina",0.1,1.1,1.6
1962,"Perquimans County, North Carolina",0.3,1.4,1.6
1963,"Person County, North Carolina",0.2,0.9,2.5
1964,"Pitt County, North Carolina",1.2,2.3,1.0
1965,"Polk County, North Carolina",0.7,1.6,2.0
1966,"Randolph County, North Carolina",0.1,1.4,0.8
1967,"Richmond County, North Carolina",0.3,2.7,0.6
1968,"Robeson County, North Carolina",0.1,1.1,1.2
1969,"Rockingham County, North Carolina",0.2,1.0,0.6
1970,"Rowan County, North Carolina",0.3,1.6,1.3
1971,"Rutherford County, North Carolina",0.2,1.0,0.9
1972,"Sampson County, North Carolina",0.5,1.4,0.6
1973,"Scotland County, North Carolina",0.2,1.3,1.1
1974,"Stanly County, North Carolina",0.2,2.0,1.2
1975,"Stokes County, North Carolina",0.1,1.2,0.9
1976,"Surry County, North Carolina",0.7,0.7,0.7
1977,"Swain County, North Carolina",0.2,1.4,0.9
1978,"Transylvania County, North Carolina",0.4,1.9,1.1
1979,"Tyrrell County, North Carolina",0.0,10.0,0.0
1980,"Union County, North Carolina",0.5,1.1,1.0
1981,"Vance County, North Carolina",0.1,2.1,0.3
1982,"Wake County, North Carolina",1.1,1.4,1.3
1983,"Warren County, North Carolina",0.0,0.7,0.5
1984,"Washington County, North Carolina",0.0,1.7,0.3
1985,"Watauga County, North Carolina",2.5,5.6,1.0
1986,"Wayne County, North Carolina",0.4,1.3,0.9
1987,"Wilkes County, North Carolina",0.1,0.9,0.6
1988,"Wilson County, North Carolina",0.2,1.7,4.3
1989,"Yadkin County, North Carolina",0.0,1.0,1.2
1990,"Yancey County, North Carolina",0.0,3.8,0.9
1991,"Adams County, North Dakota",0.8,6.8,1.8
1992,"Barnes County, North Dakota",0.4,10.1,1.0
1993,"Benson County, North Dakota",0.5,5.1,1.1
1994,"Billings County, North Dakota",0.0,16.6,1.6
1995,"Bottineau County, North Dakota",0.0,4.6,1.0
1996,"Bowman County, North Dakota",0.0,4.4,1.4
1997,"Burke County, North Dakota",0.4,10.0,1.2
1998,"Burleigh County, North Dakota",0.2,2.2,1.0
1999,"Cass County, North Dakota",0.8,3.2,1.6
2000,"Cavalier County, North Dakota",0.1,4.4,1.1
2001,"Dickey County, North Dakota",0.3,9.4,0.7
2002,"Divide County, North Dakota",0.0,4.1,0.0
2003,"Dunn County, North Dakota",0.7,4.8,1.9
2004,"Eddy County, North Dakota",0.0,5.4,2.3
2005,"Emmons County, North Dakota",0.0,11.0,2.1
2006,"Foster County, North Dakota",0.0,5.6,1.0
2007,"Golden Valley County, North Dakota",0.0,9.4,2.1
2008,"Grand Forks County, North Dakota",1.0,3.8,1.4
2009,"Grant County, North Dakota",0.0,6.9,1.9
2010,"Griggs County, North Dakota",0.0,5.5,0.9
2011,"Hettinger County, North Dakota",1.6,5.6,0.4
2012,"Kidder County, North Dakota",0.6,8.0,2.6
2013,"LaMoure County, North Dakota",0.0,10.4,1.1
2014,"Logan County, North Dakota",0.0,12.8,0.7
2015,"McHenry County, North Dakota",0.0,7.8,0.6
2016,"McIntosh County, North Dakota",0.2,17.5,0.6
2017,"McKenzie County, North Dakota",0.9,4.9,1.3
2018,"McLean County, North Dakota",0.5,5.7,0.5
2019,"Mercer County, North Dakota",0.3,4.8,2.5
2020,"Morton County, North Dakota",0.0,1.7,0.5
2021,"Mountrail County, North Dakota",0.4,4.3,1.4
2022,"Nelson County, North Dakota",0.0,7.1,1.1
2023,"Oliver County, North Dakota",0.0,3.4,3.4
2024,"Pembina County, North Dakota",0.1,5.3,0.8
2025,"Pierce County, North Dakota",2.6,8.2,0.2
2026,"Ramsey County, North Dakota",0.5,4.0,1.8
2027,"Ransom County, North Dakota",0.0,4.8,0.1
2028,"Renville County, North Dakota",0.1,4.1,0.1
2029,"Richland County, North Dakota",0.0,5.2,1.2
2030,"Rolette County, North Dakota",0.1,2.0,0.8
2031,"Sargent County, North Dakota",0.0,7.7,2.6
2032,"Sheridan County, North Dakota",0.0,7.8,0.0
2033,"Sioux County, North Dakota",0.6,5.5,0.8
2034,"Slope County, North Dakota",0.9,10.5,0.9
2035,"Stark County, North Dakota",0.2,2.5,1.0
2036,"Steele County, North Dakota",0.0,10.9,0.5
2037,"Stutsman County, North Dakota",1.1,3.5,1.0
2038,"Towner County, North Dakota",0.1,13.5,1.5
2039,"Traill County, North Dakota",0.1,6.2,1.4
2040,"Walsh County, North Dakota",0.2,5.1,0.9
2041,"Ward County, North Dakota",0.2,2.6,0.7
2042,"Wells County, North Dakota",0.0,6.7,1.2
2043,"Williams County, North Dakota",0.0,4.7,1.0
2044,"Adams County, Ohio",0.6,2.7,1.6
2045,"Allen County, Ohio",0.5,1.4,0.9
2046,"Ashland County, Ohio",0.3,3.9,1.0
2047,"Ashtabula County, Ohio",0.8,1.9,1.5
2048,"Athens County, Ohio",0.7,14.8,2.3
2049,"Auglaize County, Ohio",0.2,1.8,1.8
2050,"Belmont County, Ohio",0.4,2.6,1.1
2051,"Brown County, Ohio",0.1,1.1,0.4
2052,"Butler County, Ohio",0.7,2.2,1.0
2053,"Carroll County, Ohio",0.3,2.7,0.6
2054,"Champaign County, Ohio",0.3,2.1,1.2
2055,"Clark County, Ohio",0.9,2.7,0.9
2056,"Clermont County, Ohio",0.6,1.2,0.7
2057,"Clinton County, Ohio",0.3,2.9,1.4
2058,"Columbiana County, Ohio",0.5,2.0,0.9
2059,"Coshocton County, Ohio",0.4,2.7,2.2
2060,"Crawford County, Ohio",0.3,2.6,1.2
2061,"Cuyahoga County, Ohio",4.9,2.6,1.2
2062,"Darke County, Ohio",1.0,2.2,1.0
2063,"Defiance County, Ohio",0.3,2.2,1.1
2064,"Delaware County, Ohio",0.3,1.0,0.8
2065,"Erie County, Ohio",0.7,2.8,1.1
